ICD,Flag,ICDString,CCSCode,CCSString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString,CCSParentCategory,CCSParentString,CCSChildCategory,CCSChildString
135,9,Sarcoidosis,8,Other infections; including parasitic,1,Infectious and parasitic diseases,1.4,Other infections; including parasitic,1,Infectious and parasitic diseases,1.4,Other infections; including parasitic,1,Infectious and parasitic diseases,1.4,Other infections; including parasitic
136,9,Other and unspecified infectious and parasitic diseases,8,Other infections; including parasitic,1,Infectious and parasitic diseases,1.4,Other infections; including parasitic,1,Infectious and parasitic diseases,1.4,Other infections; including parasitic,1,Infectious and parasitic diseases,1.4,Other infections; including parasitic
137,9,Late effects of tuberculosis,1,Tuberculosis,1,Infectious and parasitic diseases,1.1,Bacterial infection,1,Infectious and parasitic diseases,1.1,Bacterial infection,1,Infectious and parasitic diseases,1.1,Bacterial infection
138,9,Late effects of acute poliomyelitis,78,Other CNS infection and poliomyelitis,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
139,9,Late effects of other infectious and parasitic diseases,77,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection,6,Diseases of the nervous system and sense organs,6.1,Central nervous system infection
140,9,Malignant neoplasm of lip,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
141,9,Malignant neoplasm of tongue,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
142,9,Malignant neoplasm of major salivary glands,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
143,9,Malignant neoplasm of gum,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
144,9,Malignant neoplasm of floor of mouth,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
145,9,Malignant neoplasm of other and unspecified parts of mouth,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
146,9,Malignant neoplasm of oropharynx,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
147,9,Malignant neoplasm of nasopharynx,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
148,9,Malignant neoplasm of hypopharynx,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
149,9,"Malignant neoplasm of other and ill-defined sites within the lip, oral cavity, and pharynx",11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
150,9,Malignant neoplasm of esophagus,12,Cancer of esophagus,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer
151,9,Malignant neoplasm of stomach,13,Cancer of stomach,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer
152,9,"Malignant neoplasm of small intestine, including duodenum",18,Cancer of other GI organs; peritoneum,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer
153,9,Malignant neoplasm of colon,14,Cancer of colon,2,Neoplasms,2.1,Colorectal cancer,2,Neoplasms,2.1,Colorectal cancer,2,Neoplasms,2.1,Colorectal cancer
154,9,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",15,Cancer of rectum and anus,2,Neoplasms,2.1,Colorectal cancer,2,Neoplasms,2.1,Colorectal cancer,2,Neoplasms,2.1,Colorectal cancer
155,9,Malignant neoplasm of liver and intrahepatic bile ducts,16,Cancer of liver and intrahepatic bile duct,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer
156,9,Malignant neoplasm of gallbladder and extrahepatic bile ducts,18,Cancer of other GI organs; peritoneum,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer
157,9,Malignant neoplasm of pancreas,17,Cancer of pancreas,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer
158,9,Malignant neoplasm of retroperitoneum and peritoneum,18,Cancer of other GI organs; peritoneum,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer,2,Neoplasms,2.2,Other gastrointestinal cancer
159,9,Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum,14,Cancer of colon,2,Neoplasms,2.1,Colorectal cancer,2,Neoplasms,2.1,Colorectal cancer,2,Neoplasms,2.1,Colorectal cancer
160,9,"Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses",11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
161,9,Malignant neoplasm of larynx,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
162,9,"Malignant neoplasm of trachea, bronchus, and lung",20,Cancer; other respiratory and intrathoracic,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
163,9,Malignant neoplasm of pleura,20,Cancer; other respiratory and intrathoracic,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
164,9,"Malignant neoplasm of thymus, heart, and mediastinum",41,Cancer; other and unspecified primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
165,9,Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs,20,Cancer; other respiratory and intrathoracic,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
170,9,Malignant neoplasm of bone and articular cartilage,21,Cancer of bone and connective tissue,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
171,9,Malignant neoplasm of connective and other soft tissue,21,Cancer of bone and connective tissue,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
172,9,Malignant melanoma of skin,22,Melanomas of skin,2,Neoplasms,2.4,Cancer of skin,2,Neoplasms,2.4,Cancer of skin,2,Neoplasms,2.4,Cancer of skin
173,9,Other malignant neoplasm of skin,23,Other non-epithelial cancer of skin,2,Neoplasms,2.4,Cancer of skin,2,Neoplasms,2.4,Cancer of skin,2,Neoplasms,2.4,Cancer of skin
174,9,Malignant neoplasm of female breast,24,Cancer of breast,2,Neoplasms,2.5,Cancer of breast,2,Neoplasms,2.5,Cancer of breast,2,Neoplasms,2.5,Cancer of breast
175,9,Malignant neoplasm of male breast,24,Cancer of breast,2,Neoplasms,2.5,Cancer of breast,2,Neoplasms,2.5,Cancer of breast,2,Neoplasms,2.5,Cancer of breast
176,9,Kaposis sarcoma,41,Cancer; other and unspecified primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
179,9,"Malignant neoplasm of uterus, part unspecified",25,Cancer of uterus,2,Neoplasms,2.6,Cancer of uterus and cervix,2,Neoplasms,2.6,Cancer of uterus and cervix,2,Neoplasms,2.6,Cancer of uterus and cervix
180,9,Malignant neoplasm of cervix uteri,26,Cancer of cervix,2,Neoplasms,2.6,Cancer of uterus and cervix,2,Neoplasms,2.6,Cancer of uterus and cervix,2,Neoplasms,2.6,Cancer of uterus and cervix
181,9,Malignant neoplasm of placenta,28,Cancer of other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs
182,9,Malignant neoplasm of body of uterus,25,Cancer of uterus,2,Neoplasms,2.6,Cancer of uterus and cervix,2,Neoplasms,2.6,Cancer of uterus and cervix,2,Neoplasms,2.6,Cancer of uterus and cervix
183,9,Malignant neoplasm of ovary and other uterine adnexa,27,Cancer of ovary,2,Neoplasms,2.7,Cancer of ovary and other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs
184,9,Malignant neoplasm of other and unspecified female genital organs,28,Cancer of other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs,2,Neoplasms,2.7,Cancer of ovary and other female genital organs
185,9,Malignant neoplasm of prostate,29,Cancer of prostate,2,Neoplasms,2.8,Cancer of male genital organs,2,Neoplasms,2.8,Cancer of male genital organs,2,Neoplasms,2.8,Cancer of male genital organs
186,9,Malignant neoplasm of testis,30,Cancer of testis,2,Neoplasms,2.8,Cancer of male genital organs,2,Neoplasms,2.8,Cancer of male genital organs,2,Neoplasms,2.8,Cancer of male genital organs
187,9,Malignant neoplasm of penis and other male genital organs,31,Cancer of other male genital organs,2,Neoplasms,2.8,Cancer of male genital organs,2,Neoplasms,2.8,Cancer of male genital organs,2,Neoplasms,2.8,Cancer of male genital organs
188,9,Malignant neoplasm of bladder,32,Cancer of bladder,2,Neoplasms,2.9,Cancer of urinary organs,2,Neoplasms,2.9,Cancer of urinary organs,2,Neoplasms,2.9,Cancer of urinary organs
189,9,Malignant neoplasm of kidney and other and unspecified urinary organs,33,Cancer of kidney and renal pelvis,2,Neoplasms,2.9,Cancer of urinary organs,2,Neoplasms,2.9,Cancer of urinary organs,2,Neoplasms,2.9,Cancer of urinary organs
190,9,Malignant neoplasm of eye,41,Cancer; other and unspecified primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
191,9,Malignant neoplasm of brain,35,Cancer of brain and nervous system,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
192,9,Malignant neoplasm of other and unspecified parts of nervous system,35,Cancer of brain and nervous system,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
193,9,Malignant neoplasm of thyroid gland,36,Cancer of thyroid,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
194,9,Malignant neoplasm of other endocrine glands and related structures,41,Cancer; other and unspecified primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
195,9,Malignant neoplasm of other and ill-defined sites,11,Cancer of head and neck,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary,2,Neoplasms,2.11,Cancer; other primary
196,9,Secondary and unspecified malignant neoplasm of lymph nodes,42,Secondary malignancies,2,Neoplasms,2.12,Secondary malignancies,2,Neoplasms,2.12,Secondary malignancies,2,Neoplasms,2.12,Secondary malignancies
197,9,Secondary malignant neoplasm of respiratory and digestive systems,42,Secondary malignancies,2,Neoplasms,2.12,Secondary malignancies,2,Neoplasms,2.12,Secondary malignancies,2,Neoplasms,2.12,Secondary malignancies
